twitter_username,mastodon_username,Twitter_TOXICITY,Twitter_SEVERE_TOXICITY,Twitter_IDENTITY_ATTACK,Twitter_INSULT,Twitter_PROFANITY,Twitter_THREAT,Mastodon_TOXICITY,Mastodon_SEVERE_TOXICITY,Mastodon_IDENTITY_ATTACK,Mastodon_INSULT,Mastodon_PROFANITY,Mastodon_THREAT
MyBlondeSpace,mastodonapp.uk_LauraJaneStephens,0.06669568318296601,0.005197721595010021,0.015977318958036054,0.04072764476192386,0.034956756548096206,0.01215568075030062,0.06239527256249999,0.00329365821875,0.00958354553125,0.023798469487499998,0.0315164934375,0.017023307600000002
Schiracha,qoto.org_Schiracha,0.06040731999979633,0.0039095633787576385,0.012241462411690421,0.03020517947189409,0.03427957985845216,0.016267584150712847,0.039707258999999995,0.003626346625,0.006541683575,0.0143736855,0.03338348925,0.007954996075
AlessioPao,archaeo.social_archexis,0.04027985985714286,0.0016590527004761903,0.006858438580952381,0.020429592404761904,0.020725254333333328,0.0073491651857142855,0.0158036232,0.001066207868,0.005438684920000001,0.008327981039999998,0.0122950378,0.007498658060000001
wajlonis,kolektiva.social_csbgdn,0.15968393434909817,0.0280378987331663,0.05431580591302601,0.10071681513126253,0.11850188424549098,0.03521670734468939,0.15338513025,0.0066538389750000005,0.0396609475625,0.09641673237500001,0.05661478775,0.008946156274999999
Glitterbug825,mindly.social_glitterbug825,0.05216067375890687,0.003936189559210526,0.009491039421093113,0.02724875037510118,0.04072820767105268,0.010799530136437249,0.04430508566666667,0.0021219253666666664,0.0044489922500000004,0.019321082083333333,0.025269163499999997,0.007937735266666667
bothness,vis.social_bothness,0.038379756751400054,0.0020337130531200005,0.009404700666400001,0.019110211485199962,0.024967397525000004,0.009351974651400008,0.024810510184210523,0.0013948741757894734,0.009060592889473683,0.010173732868421053,0.015722647973684212,0.007920247047368422
KillerDread,tkz.one_KillerDread,0.07352254857510128,0.011231907717186239,0.009044859835404848,0.048931224275708576,0.07551892032692305,0.0187960602799595,0.0458404004076923,0.00146095569,0.0019459450107692305,0.019802974123076918,0.06815228669230769,0.0058910803923076915
pchowla,econtwitter.net_pchowla,0.034784807797384326,0.0019526415231790762,0.006911150993038233,0.020620590892354098,0.01719311915995976,0.0107834174356137,0.034748793,0.0008392334,0.0051427023,0.015796926,0.012380436,0.0067898775
alimrod,mastodon.social_alimrod,0.041839610751754394,0.0025114500825438608,0.009917952271228067,0.02710777652982454,0.040566791951754395,0.008588720519298243,0.0191713144,0.001442670852,0.0017009765000000003,0.0086072828,0.05635997499999999,0.00568204382
oLD_KaNuToR,tkz.one_KaNuToR,0.04532014871362724,0.005005005410360725,0.005270104067795596,0.03061377571543083,0.04839415748396792,0.009198295917034074,0.008419261333333332,0.00057140986,0.0009650274333333333,0.0070980403000000004,0.014350285499999999,0.0057056695
CatMazikeen,mastodon.social_CheriCatMum,0.07425866788873237,0.006440731834044272,0.0076599671513883265,0.04287648818169021,0.05757859314084504,0.011366142646076481,0.051810697,0.001821518,0.0058826595,0.018129934,0.021398475,0.008556974
SAMSONFLO,mastouille.fr_samsonflorence,0.06594066292874495,0.0056438653365283396,0.02501603007817813,0.04251266153582997,0.022342716590080997,0.020877185563765173,0.009635917842857144,0.0005345259428571429,0.0008954637635714285,0.011364349671428572,0.008895583607142859,0.005370741399999999
Bad_Journalist2,mas.to_Bad_Journalist2,0.20338905210700003,0.03054876203014,0.04129317888818001,0.1351895081681999,0.14456540587800004,0.030801784925399985,0.18063606236363636,0.020128992288181817,0.03269044045454545,0.12558291563636367,0.08964363390909091,0.017945231827272725
mawedler2,social.dev-wiki.de_mawedler,0.24340090956112204,0.16510903269939894,0.22421264095591173,0.2089124849358718,0.12780678606012,0.2941674051503001,0.21895008,0.1649982785,0.12601425,0.163749155,0.124688395,0.406256785
_dans_dans,scholar.social_natebowling,0.1015326459677419,0.004604420456612903,0.019448615019354836,0.06427517938387096,0.05268852526612903,0.020007216650000003,0.13225993817894738,0.0064199192889473665,0.009885602954736842,0.0829805309894737,0.10486230123684209,0.03637500311578947
Nacho_Rolero,tkz.one_Nacho_Rolero,0.030882813566000013,0.001969918360660001,0.0025011368808399957,0.02124555122719998,0.029678792817999986,0.009112961072600007,0.014449946435294115,0.001293666217647059,0.0014835868505882355,0.009441746999999999,0.020319343529411765,0.006230568041176472
Tenebris_Studio,mastodon.gamedev.place_TenebrisStudio,0.018690025048999977,0.0019258193795600005,0.0042255343622199975,0.008845887964799948,0.020385968250000018,0.008448415041400013,0.033205517346153846,0.0017232161153846151,0.003983673030769231,0.011988142423076921,0.01629823788461538,0.01093716293076923
padmanabhpv100,awscommunity.social_ppvdev,0.04002110785882353,0.00750089952745098,0.008019253224313724,0.030244200535294124,0.03932150513725491,0.011096130768627454,0.011278040323529413,0.0014633290823529413,0.0026083489117647053,0.007651185794117647,0.016783963823529414,0.0069346605176470585
mattFalcor,social.yesterweb.org_Falcorian,0.167129042021,0.021729129693899993,0.03201228959189999,0.12172630341600006,0.09807414953500002,0.023007203261999995,0.027363495266666666,0.002528031675,0.004422014683333334,0.012044492516666665,0.023583975999999996,0.008425898325
SchoolingDiana,mas.to_CALLTOACTIVISM,0.0977647846659319,0.005334449746412827,0.028206457570741493,0.05240236791803615,0.04333201740681359,0.018320745933466928,0.1641518817,0.018725576207,0.011042815394999999,0.10963403377499999,0.13277375325,0.014564900175000003
carlschroedl,mas.to_carlschroedl,0.015725093224999997,0.0016191005685,0.0033473810599999993,0.008090004605,0.017423899649999998,0.007230033420000001,0.07441730654285715,0.0043610720842857135,0.008129348571428571,0.019040485299999996,0.06393190614285714,0.013511545828571428
AnagramWorld,peoplemaking.games_AnagramWorld,0.04004864307559996,0.00454487634406,0.01252772492924,0.020335095252199974,0.029175459205000007,0.011369719507600021,0.037992349625,0.002456903475,0.0083030333,0.009997141275,0.018285715,0.019650029225
TheSacredIsle,mastodon.online_Wihtlore,0.07668948018772644,0.009247137304849105,0.01803353034839034,0.051737525591348164,0.0517468459476861,0.013749165141851113,0.047970717333333336,0.0025683641583333335,0.008138023999999999,0.017469063374999996,0.02386673766666667,0.020010770424999998
GaiaFX_,mastodon.uno_gaiafx,0.04724544550663153,0.006544800378777543,0.005285552732105269,0.018860958534385908,0.058058666804561385,0.007684291155438605,0.031672598494444454,0.002359511093888889,0.008060448858888888,0.01911911505,0.030484095527777772,0.009500005616666666
victorredman,mas.to_victorredman,0.21498903863399987,0.1492608461860004,0.15284764000400017,0.21578717311500004,0.16649572158,0.20888235832000052,0.25751850525,0.217535043,0.1218275375,0.16541903,0.23821364099999998,0.1738795575
JosephDavidAAA,tkz.one_victorino,0.2096101843885,0.035329747360149995,0.03593636271205002,0.20078554615649996,0.1667709579175,0.014501977539,0.09905315781499999,0.008983092182,0.018524060141,0.07140806470000001,0.07580572635,0.011538064975000002
XinoVld,tkz.one_XinoVLD,0.0650140222157258,0.006793273097883072,0.014490314401713705,0.047378898223588733,0.06821265396975804,0.008583585858064511,0.05040700117058824,0.002166178609411765,0.0015507815076470591,0.03855589582941176,0.05965661982352941,0.005890242011764705
Thistlesjewell1,ohai.social_thistlesjewellery,0.03140961452240003,0.003084047109940001,0.005831407482939998,0.011990617436199965,0.03093933295599999,0.009631684819400006,0.056157830000000006,0.0035095215,0.016360072,0.0150179215,0.037904398,0.011547446
TraciVanWagoner,socel.net_TraciVW,0.03981454232368418,0.002489919262591093,0.006524598426315787,0.017854879986032343,0.028474682185222647,0.010987023653441293,0.04591585175,0.001879930475,0.004408525912499999,0.019326102924999998,0.022538878625,0.0084760633625
Aussiemandias,mastodon.social_Aussiemandias,0.10358257756497968,0.010041174860344127,0.02671161465795546,0.06523930287348191,0.05853039731983803,0.024101951640283385,0.09596978425000002,0.030736543254166665,0.0176447483,0.0655224815,0.06762230724999999,0.014733226891666666
ross_macfarlane,mastodon.social_ross_macfarlane,0.05460473644969939,0.0025066174301202433,0.01361093319362725,0.03226340267975951,0.026044895483967944,0.013321146006412847,0.05147125406923078,0.0017764018207692307,0.03008487344615385,0.021828201292307694,0.015144049807692307,0.007626373069230769
Pedro_GaLez,techhub.social_pedro_galez,0.06893598382219998,0.004741502575500003,0.010726264158679994,0.052663342649800084,0.07651636410999997,0.008822307624200004,0.0063615688,0.00040769577,0.000721458215,0.006980873,0.011799729,0.005700815
RowdyRabble,mastodon.world_RowdyRabble,0.07129721052999999,0.003545244756,0.008457994529900004,0.031203075017999998,0.04636606508999999,0.017878485615999994,0.0401698225,0.0025272369000000003,0.00453223745,0.0110088975,0.0220816605,0.0155151
lux_de_lanferna,mastodon.social_lanferna,0.2255959523162603,0.10667610617052851,0.06488301006951225,0.20118670769878055,0.2120219405325204,0.03592568150000001,0.024181799333333334,0.0023682912333333334,0.007177584333333334,0.009780223499999999,0.020305379000000002,0.010403903333333334
FattahMagazine,h4.io_fattahmagazine,0.017797015492631598,0.00370748972048421,0.003875775013621053,0.010425646074315734,0.02962489670842107,0.006340635456421062,0.024834826666666667,0.0021870931000000002,0.0045014061,0.013396125333333333,0.024699019333333336,0.007923171166666666
ImAwkwardGaymer,mastodon.lol_ImAwkwardGaymer,0.14168139556277662,0.01545851032547284,0.049200607279698196,0.06148861746961779,0.11660491275855127,0.0248275827921529,0.13005691440000003,0.014842602625000001,0.046864192875,0.039565936700000005,0.09464346025,0.020758194614999996
ZeroOne33408052,zirk.us_ZeroOne,0.05732352800383067,0.00826795455375,0.01798441427235888,0.029350702450403214,0.04293609432862907,0.016699744560080644,0.030200259842105264,0.002118160849473684,0.005851062615789474,0.013778912952631579,0.01917670273684211,0.008050045368421055
panchosama,socel.net_panchosama,0.08493091265070421,0.005108914494164987,0.015702645614969816,0.06796075534064397,0.05446699384808859,0.011261088413078475,0.030223010893333336,0.00161834558,0.008450745585333335,0.012158111726666669,0.019855363066666666,0.007581834693333333
Stejimenez,twit.social_Stejimenez,0.176024595,0.009119122,0.021952958,0.07277583900000001,0.182613195,0.017643993,0.045625936,0.0026512146,0.00899048,0.014086916,0.02433617,0.011612174
Artssoy,zirk.us_Artssoy,0.019501404369277105,0.0032983681406726514,0.004055285668578916,0.012089808737750986,0.02337313284437751,0.008564924992369483,0.03444621576285715,0.001150710242857143,0.003720596942857143,0.013587406957142858,0.013196597571428572,0.01154234752857143
elliaivyworld,sfba.social_elliaivyworld,0.04998452367900007,0.003379470568980005,0.020284594212279995,0.02878448028700004,0.029004528838,0.009168381350000022,0.04769435733500001,0.0017023086514999998,0.006461645190000001,0.03007958578,0.0198786137,0.00838447192
folken718,techhub.social_folken718,0.0433030088534,0.002557309947359998,0.004331698694459996,0.03103483645779999,0.04780177663500001,0.007901386820800004,0.034674238282352936,0.0015101012252941176,0.0032452018035294115,0.012597437417647059,0.027894948941176473,0.007534545647058823
kimberlyratliff,mas.to_kimberlyratliff,0.04818996989096508,0.002758908958439428,0.009282821743634493,0.021547513155646805,0.02879190456365506,0.01172847363593429,0.03398350075,0.0020523866,0.008951846783333333,0.011549906166666667,0.019546759666666667,0.009315919558333333
_jmswag_,blu.social_jmswag,0.04926065754285715,0.0034352710957142865,0.010172577164285714,0.02322086675714286,0.030511555714285713,0.007944362085714285,0.076855564625,0.0034207106249999997,0.006675800787500002,0.0265005025,0.055799330249999994,0.0093256288125
cientounero,med-mastodon.com_BrettBarrettRPh,0.03674913686432733,0.0020534220022807373,0.006777318397296385,0.02041006238755019,0.02829504204598392,0.007506698647590371,0.01322578,0.00089883804,0.0033113082,0.007398875500000001,0.0121327815,0.007132940149999999
charlesroduit,mastodon.social_protonmail,0.029541990943333332,0.0015108807342500002,0.002127880742,0.028083763618333337,0.017577957825,0.006267017165000001,0.017663892549999997,0.0011358261155000001,0.004847644225000001,0.00895506092,0.014584560974999999,0.00813073498
eddiecsilva,mastodon.social_eddiecsilva,0.08097624476826963,0.07547443515058351,0.07480832619919515,0.07748717257625752,0.0637934150834606,0.13455163001991866,0.047077563916666676,0.038767375,0.04662185033333333,0.04186080387500001,0.03437337029166666,0.12061011616666667
Lady_Gi729,tkz.one_Ladygi,0.0788861878,0.005549346402320002,0.008602059298020003,0.056424471075600086,0.07089264904200007,0.0123777414634,0.04975686089473684,0.0020427333063157897,0.0034622221384210524,0.023599459068421053,0.040641367736842106,0.008360407257894737
TilmannSchober,med-mastodon.com_tischober,0.0362256236737475,0.0020011201947094204,0.008757031104529052,0.01537698898016028,0.021780412233466936,0.00973972287414831,0.02748731976923077,0.0011915427061538462,0.004275386976923077,0.012039740792307694,0.012480286153846153,0.007391108515384617
SpaghettiPirate,artisan.chat_SpaghettiScallywag,0.13436434015994242,0.023602887869250713,0.01777395261642653,0.061017535953602375,0.11587015034582132,0.029183713112391898,0.13208198847368421,0.021082909578947366,0.012650573894736842,0.04125851915789474,0.1057125224736842,0.017879552678947374
MLSteinberg,fediscience.org_MLSteinberg,0.038361769574316966,0.0018796993813114744,0.009729381529945354,0.016696354269945347,0.02088965169672132,0.011836678251366122,0.02832383349,0.0013120174250000002,0.0056264646299999995,0.014417629859999998,0.015054250549999999,0.00757633259
lucientelford,techhub.social_lucientelford,0.04491085125551101,0.0029906234947094223,0.0065099332527054085,0.019442040127655297,0.032525402932865696,0.011946518530661329,0.03581605466666666,0.002005895,0.004378079766666667,0.012978576333333334,0.016172111,0.009294883166666667
cbyrd01,infosec.exchange_cbyrd01,0.047460555,0.0035142898,0.00686310255,0.0138314185,0.0694097185,0.0095020145,0.02432091507894737,0.0019299356415789475,0.004217349684210527,0.010919085768421051,0.02129221486842105,0.007981692321052631
BabuMenos,mastodon.social_Mrfunkedude,0.0429765816652174,0.003058053309565218,0.006618908682608696,0.01588068655652174,0.04412013491304347,0.008204905717391303,0.03220107283333333,0.0019296010283333335,0.004442055216666667,0.013248884583333334,0.022340927,0.00727318595
Khun_Otto,wien.rocks_Khunotto,0.07344551377665501,0.00971335878787456,0.013697316391080126,0.045630665320557505,0.05538882569163763,0.01331639006759583,0.08258261465384614,0.006196186430769231,0.023146913723076926,0.05523828407692307,0.05587350496153846,0.009665703215384616
CalebdGM,thecanadian.social_WaterlooEvents,0.027487303479999996,0.0017640590540000001,0.005527362575,0.009886502045,0.017709358425,0.01150239103,0.011223138506666671,0.0009519259239999998,0.0029363965466666668,0.007208874313333334,0.011612991799999998,0.007526059840000001
richbeales,mastodon.social_rmbles,0.07445468958333336,0.005049460274285714,0.007962296500000002,0.03668377873809524,0.05157799561904762,0.013763556469047615,0.02863958666666667,0.0014607112,0.0058949917,0.011097564499999999,0.01706025133333333,0.008604442166666667
Rexwinkel,mastodon.nl_Rexwinkel,0.03936003027297297,0.016216488348108116,0.0035573000672972964,0.014834223956756754,0.052876896756756754,0.007305116956756755,0.02826718,0.0010585785,0.0019423875,0.011844902,0.012448754,0.007068211
Mattimage3D,mas.to_Mattimage3D,0.0694990198937374,0.006216679774828285,0.012098646592020215,0.04083357380848494,0.05461841546868686,0.012400280302424245,0.07239337059999999,0.0029379526759999997,0.006852101613333333,0.05022616508666667,0.04214250420000001,0.0093680931
EqualPay2dayOrg,sfba.social_EqualPayToday,0.07256733198644984,0.002986105787018973,0.07241628688336048,0.02463759368915986,0.02175286777235774,0.008126794617886181,0.07933020772499999,0.00247985125,0.08579139162499999,0.0228111424125,0.01963178875,0.007408846574999999
justduckythings,gearheads.social_ducky,0.08161040974615387,0.0056109767384615395,0.00499613363076923,0.03280734476923076,0.10102716855769231,0.008235695253846152,0.13695117037500001,0.0053950859374999995,0.008764498649999999,0.08407710875,0.1073352635,0.0095845442875
julie_justo,med-mastodon.com_julie_justo,0.03361778154268539,0.0025856199327054115,0.0052115643921442885,0.016372224551703375,0.02873324570741484,0.008044915707214438,0.035165051333333336,0.0017070770166666667,0.00491454875,0.015277391666666666,0.019206590500000002,0.008080138566666667
xenia_sch,dizl.de_xenia_ks,0.03726698864583334,0.002107376535238095,0.01232964335922619,0.018300638617857128,0.023550255488095254,0.008704566005357153,0.031537638888888886,0.0019507938044444444,0.010521386777777777,0.011300232777777778,0.019264940944444447,0.009736012433333333
PatrickBijsmans,mastodon.world_patrickbijsmans,0.029555731203740002,0.0039559375974799965,0.009657191793500006,0.014744972842399945,0.025227281830000035,0.008578113676400007,0.05063631868,0.005663002333333333,0.020454848560000002,0.018911552666666664,0.02667339273333334,0.008757268746666666
Ellefeld08236,social.anoxinon.de_Gemeinde_Ellefeld,0.07937574194771255,0.062441531640522935,0.09582507923529401,0.07716911333333328,0.06510155374509805,0.1739593959477122,0.07148504533333333,0.09824529466666666,0.10919959000000001,0.088547934,0.07197486133333332,0.16832587333333335
eantonicelli,mastodon.online_hildabast,0.1040847669445123,0.011568164863882124,0.033810129411321097,0.08809251255995944,0.05385722552743903,0.014697707873780493,0.03465526563435294,0.0014385646820117648,0.006152017238635295,0.015354522723529407,0.017131846382352944,0.007917000823529413
_PatrickGod,mastodon.social_PatrickGod,0.04577454112568578,0.002747608507456359,0.006508812683366583,0.024990622416209415,0.037597199062344155,0.01066762470224439,0.022021262,0.0016117096,0.004587734,0.010362893,0.017504321,0.009307829
birratix,tkz.one_birratix,0.06383224929659316,0.007640143295631261,0.006430435440501002,0.04725310339178359,0.06655882188577153,0.012285291865731456,0.009361715783333334,0.00052690506,0.00112766388,0.007611043400000001,0.0147146505,0.005725492916666666
ThomyBulis,kolektiva.social_thomybulis,0.12409505044824563,0.04077518133692983,0.04405774271368419,0.12514544716842102,0.08531947720964911,0.01628100039912281,0.0105476376,0.00061154365,0.0008058595500000001,0.01029639325,0.0133454345,0.00539052135
UnderdogGeek,mastodon.social_bmitra,0.0794142661688796,0.007320630759481331,0.03695288494943983,0.03638647538589217,0.04172123369398334,0.024856479702904537,0.022139108,0.0018596649,0.0066596144,0.011160898,0.02023706,0.0101363575
McWaffel,social.cologne_McWaffel,0.16836057095945944,0.11864350179279305,0.13301019755855878,0.1651137273918919,0.1212520016756756,0.17860733350450422,0.187787673,0.1206632134,0.158697209,0.194265012,0.1052416688,0.156029874
GamerJamesFM,mastodon.social_gamerjamesfm,0.08061273580659992,0.010520910562159999,0.009972385729119994,0.03909227105020003,0.062429495301000004,0.014429389117600002,0.04783751733333333,0.0025415420333333334,0.006086147566666668,0.020460791133333333,0.019576649333333335,0.014180234166666666
vyatikram188,mastodon.social_Elixir_of_Azazel,0.11863617516953907,0.014910134116032063,0.041851738692184386,0.08383825962745503,0.07767271504909823,0.029700150306613184,0.12408651169999999,0.005022358865,0.07767691597500001,0.055490631925,0.0531569399,0.007614846184999999
jbenedictbrown,mastodon.nu_jamesbenedictbrown,0.04167623963000002,0.00233909114194,0.01132526858343999,0.021799287893199973,0.026020614641,0.009227946505600002,0.03502735269473684,0.002056903274210527,0.004552683636842106,0.0140516104,0.028096696657894733,0.007451303742105261
ufangyang,fediscience.org_yufang_yang,0.024350445772348475,0.0018042306928030306,0.0054734189231060585,0.01062369229734846,0.019111943579545453,0.007902534125378792,0.026126778621428568,0.0025119100128571424,0.004893411364285714,0.011603175135714284,0.027702739214285715,0.008085393642857142
ommoran,mstdn.ca_ommoran,0.025051887129738572,0.0018956327498692858,0.008520495926797392,0.013135021593137204,0.019322069274509763,0.008919526615032673,0.089289587625,0.004098822475,0.006199453424999999,0.021996137625,0.07166558725,0.0263832489875
versluis,daz3dcommunity.osrx.social_WPguru,0.03871689111419999,0.0033624268785600047,0.00638077970552,0.015471536627799973,0.031091342464999994,0.010857122990199999,0.025851270363636367,0.0018522956181818183,0.004937111772727272,0.010264438481818183,0.019796096181818185,0.00896329468181818
remy2cents,mastodon.world_remy2cents,0.18808645515814534,0.02389999668774438,0.047456044365137846,0.13221909871203003,0.11092420089473681,0.04098497928546365,0.0304428895,0.00132322315,0.00324656185,0.012759352500000001,0.0160183945,0.0067672222
ingram_llc,universeodon.com_ingramscreening,0.02813879229839999,0.002036383289280002,0.010441474043539994,0.012467724160599932,0.020440543883999993,0.009202532234999995,0.03091679076470588,0.001715351570588235,0.005665752382352941,0.010933295770588236,0.017662163176470593,0.008500557041176469
oventi_,mastodon.nz_oventi,0.12174490100851937,0.009040187138620695,0.04326648642657202,0.07418760368174442,0.05634012872920896,0.023713640238336685,0.12342600299999999,0.012361063490000003,0.04680902687142857,0.054275849642857144,0.057640395714285704,0.07749216008571427
geekeconomist,techhub.social_geekeconomist,0.057572644211999986,0.0050102601107,0.024259701161599992,0.027790956405999986,0.032413241475,0.022507966507000012,0.010806813,0.001373291,0.0014336669,0.0107048955,0.0113215,0.0059548756
Idiomancer,mastodon.social_linguistgoneforeign,0.009864358,0.000834465,0.0024048607,0.0075128763,0.013234417,0.0062332097,0.1365303511,0.005453079727999999,0.011695309100000004,0.05848599714499999,0.10503159950000003,0.009818217969999998
BHDemocracyNews,mastodonapp.uk_SBLBrightonLDR,0.025613704147199996,0.001260309997540001,0.00488290701846,0.013137035409799958,0.014773248054000003,0.008162641053199993,0.028349274263157895,0.0011403937026315787,0.005175849231578948,0.012649526189473683,0.013531962,0.007849726605263159
LInforme_,masto.ai_linforme,0.030336501291400017,0.0014693117234200002,0.00216607057014,0.028221725522000002,0.018463560329000008,0.005478780785600002,0.01597780802105263,0.0006847005087368422,0.00125768374,0.015493859763157895,0.010078058315789472,0.0054026579
petruzzo,toad.social_petruzzo,0.14932236368631574,0.01599661785200001,0.01879489358947368,0.08402797381157896,0.10741359914210527,0.024180924802105257,0.10848116386666667,0.013992184335555559,0.011274318838888889,0.060831261477777766,0.059321403777777774,0.0142519615
GeorgeArztComm,newsie.social_GeorgeArztCommunications,0.04506791616920004,0.0024901643183600003,0.014453077283819995,0.01961617725559995,0.024120801462999993,0.01561168795200001,0.02394815115789474,0.0010640997589473685,0.005755187052631578,0.011685042621052634,0.012426730763157895,0.008090245384210526
dark1LTG,silversword.online_dark1ltg,0.10929706479959186,0.01247624235055103,0.017546727214183672,0.05926681985673483,0.07684329316734692,0.02693540701061221,0.052546948625000006,0.0025320053,0.007004059000000001,0.014152529437499999,0.022269535624999996,0.026039992624999998
alefernandez,mastodon.social_alefernandez,0.07827457957270272,0.007137980979064867,0.037484113302216196,0.0423454596118919,0.037510175251351356,0.02354820111864865,0.020837666577777775,0.0017865498888888888,0.005850479344444445,0.009973025700000002,0.017927517277777777,0.008103153233333334
MrTJ_808,mastodon.social_VGPUnite,0.03499836906853706,0.0029468259776352715,0.0038088111536673324,0.016654613319839622,0.03732593363527057,0.009060038162124261,0.022248547499999997,0.001970529525,0.004818970924999999,0.009702639749999999,0.0196307345,0.00918484385
VGPUnite,mastodon.social_VGPUnite,0.027074739863265303,0.005246832305102041,0.00260021374612245,0.01048608237142857,0.035004036867346947,0.017606380171428567,0.022248547499999997,0.001970529525,0.004818970924999999,0.009702639749999999,0.0196307345,0.00918484385
ClareEstelle,mastodon.world_ClareEstelle,0.04991260023199994,0.005088013524019999,0.007170084778119995,0.02567667776299997,0.04462280557700002,0.010379661641400015,0.17654634900000002,0.025776457899999997,0.012650632473333335,0.0941939966,0.1114427164,0.011960489313333333
UNFSU,union.place_unfsu,0.033390218087931044,0.002068513341724138,0.009751542464712638,0.014759488387931027,0.020193355879310343,0.009342318043103441,0.037791577636363635,0.0018670342,0.008391486454545455,0.022658265763636363,0.02803650840909091,0.010001730636363636
lichte_de,mastodon.social_workingclasshistory,0.01225191,0.004558563,0.0048837173,0.008633883,0.02023706,0.006168481,0.073981137765,0.0036472038704999992,0.056686319134999996,0.0216479261,0.022131823200000005,0.03712858104
openframeworks,fosstodon.org_openFrameworks,0.014482759050999999,0.001358795167599999,0.003314360513999999,0.007990476818999998,0.016411654720000005,0.007600557408000003,0.014842092000000001,0.00127220152,0.00397356978,0.008183580139999999,0.0143821676,0.008235919
shouldagone,shouldagoneoffroad.com_jerry,0.04822044414285714,0.0028582981428571424,0.005372617328571429,0.011981488542857143,0.026761903285714286,0.027618030885714292,0.05452764283333334,0.0028093655666666666,0.004589275766666667,0.013161074416666666,0.025572104666666668,0.04067055116666667
BrothersTesla,octodon.social_visitorlizard,0.06789703146906471,0.006381991600023983,0.016191150205875297,0.033520811704076725,0.04483377352158276,0.01939109935059952,0.0551774258,0.00224781034,0.0046783789,0.017494888799999997,0.0223358672,0.012188224439999997
g13005,mastodon.social_TheGreatDL,0.0709636812412826,0.0063314907235871775,0.018002470040901802,0.03576723575050104,0.03642147021442888,0.02071932368757517,0.11429089866666668,0.0053752311999999995,0.030032497483333333,0.068140168,0.06113826116666666,0.036371588999999996
SuperNotFunnyS1,mastodon.lol_supernotfunnyshow,0.14838310293860005,0.015739620016620003,0.03398995981496,0.08628724123719993,0.107464009431,0.025104656635599975,0.08898298862352942,0.00401300284117647,0.011261280382352941,0.052359859635294125,0.04789829152941177,0.013954669305882355
Allison_Liem,mastodon.online_allisonliem,0.08211613103252031,0.005135299392682927,0.01789070001252032,0.028000602527642273,0.04982297669105692,0.02549351330081302,0.049864038,0.002930959066666667,0.006369797433333334,0.014885682866666666,0.04248356666666667,0.009886072666666667
