twitter_username,mastodon_username,Twitter_TOXICITY,Twitter_SEVERE_TOXICITY,Twitter_IDENTITY_ATTACK,Twitter_INSULT,Twitter_PROFANITY,Twitter_THREAT,Mastodon_TOXICITY,Mastodon_SEVERE_TOXICITY,Mastodon_IDENTITY_ATTACK,Mastodon_INSULT,Mastodon_PROFANITY,Mastodon_THREAT
AtasFun,mastodon.gamedev.place_AtasFun,0.06205847388373623,0.005281998239164832,0.008496433240065937,0.01863003363538461,0.04650881945934065,0.026280169576703302,0.05141925816666667,0.0025828679333333333,0.006577910483333334,0.015648480949999998,0.0281587145,0.008851490383333332
skrutsick,tech.lgbt_skrutsick,0.13763198826653222,0.01630850565510081,0.04485949778197584,0.08178484232318561,0.09290282461895162,0.022605494838709658,0.23816999,0.0434236082,0.0067500817075,0.098673573675,0.23010122775,0.007030183325
GabboUribe,tkz.one_gabbouribe,0.048416294634451885,0.005815106764138702,0.009271120941633113,0.03546531903064878,0.042493078172259516,0.010073082524384797,0.0021205228,0.000111460686,0.00033066835,0.005546364,0.008776636,0.005254995
EqualRightsAdv,sfba.social_equalrightsadvocates,0.06438353851783567,0.002743848648637276,0.057627010082505044,0.02148603955831661,0.022453908334669332,0.0089304863006012,0.06636069393333334,0.0037651766239999995,0.03738621068266666,0.01728255314,0.031763970999999995,0.016464638746666666
capibucano,mas.to_andyfrg,0.10087662750727275,0.014081137008545457,0.01212150922636364,0.05847738942545453,0.08961686125454547,0.01251190028363636,0.052644292925,0.0025878296949999996,0.007350720970000002,0.021777001834999997,0.03007079095,0.008366995100000002
David_Leavitt,mastodon.social_David_Leavitt,0.13644754100620007,0.035243992154539994,0.028077928524680017,0.09029693969980007,0.10676148103699999,0.0250951551248,0.05230253122222221,0.0023508071666666665,0.0054469066444444445,0.015504263333333332,0.022138257444444445,0.010118438488888888
dozawaii,mastodon.social_Dozawai,0.1940422023276042,0.04781865095645834,0.08044664501791672,0.09107756036614584,0.1904883914635416,0.021595941616666666,0.11653421056249999,0.027760620856249998,0.04323176155625,0.07254825163124999,0.1167190961875,0.028804676699999997
Lydia__Brown,universeodon.com_LydiaBrown,0.05481219538763106,0.0032619739223899353,0.021943669574213825,0.018740797214046118,0.028012077553459108,0.01731315416666666,0.056110384,0.002607107125,0.007542938075,0.01706487575,0.0371535455,0.00886767275
itzLPSlover,mastodon.social_LPSlover,0.053744902837086085,0.006392127746622518,0.0064878197825827795,0.022631009968874165,0.04574600364569535,0.01606526221324503,0.0046180277,0.00041007996,0.0007954539,0.006344369,0.011765569,0.005627995
Privateer1,mstdn.ca_Privateer,0.1382771130626506,0.012922492535722883,0.061399311068413655,0.08093701646746994,0.0660025549106426,0.03364709145522084,0.2854903,0.009918213,0.011025362,0.07270074,0.22622968,0.009851551
BethanySWinters,fashionsocial.host_bethanyw,0.0993554813673999,0.006637359459839999,0.04035928573977997,0.054136159958200016,0.04927776061799995,0.016724979066999983,0.026521006227272718,0.0014112212518181818,0.003760327696363636,0.012132110700000002,0.017251888318181818,0.00720826099090909
statnews,newsie.social_STAT,0.03764901325839998,0.0019825697556999995,0.0116988175221,0.014121018729599961,0.01933243634,0.012556742699600013,0.0773656058235294,0.003326359924705883,0.02750870672941176,0.020026919370588234,0.02793187108823529,0.020084606282352944
J2XL,bitcoinhackers.org_mastodonusercount,0.0431542648804435,0.0018508419803629041,0.007974184365786289,0.02361916171491933,0.02261617627923388,0.011669173088709694,0.023193844300000002,0.0019593238799999997,0.005730968019999999,0.008745983699999998,0.018819452800000004,0.010094930925000002
GatoBelicoCL,tkz.one_belicat,0.2566829109028058,0.24044060143386803,0.2583089287226451,0.2982971486114226,0.22260273921114207,0.18612054079559054,0.14938917499999999,0.1476848,0.1009150475,0.24355807000000002,0.116298855,0.227862855
BluejayPrime,universeodon.com_bluejayprime,0.23235678583870942,0.1646549726731185,0.17742975781290318,0.2287590171053765,0.1738813248967742,0.20537780181720489,0.34321482695000005,0.21990232175000002,0.23385625199999996,0.33476536985,0.24027213634999994,0.26513013599999996
RealAmanda,peoplemaking.games_RealAmanda,0.09196744852324654,0.008021001686873743,0.010902591025010018,0.04158094795430862,0.0624796717985972,0.020313535235470945,0.13198841805263156,0.009542593399999999,0.033514217647368415,0.04799463261578947,0.0713941810263158,0.0587748315631579
davidycook1,ohai.social_davidycook1,0.06832345549300003,0.005957195541859996,0.007405003448799996,0.033667517318200044,0.052791155874999975,0.014160380765600007,0.05706508042105264,0.006581536325263159,0.0057583561736842094,0.016809197,0.03092133318421053,0.03579129507894737
PixelMetal,mastodon.social_PixelMetal,0.24463840078842092,0.04553316836852632,0.026827130176105274,0.18040659578631588,0.2024618282894737,0.026760509582105282,0.09094736042857142,0.003874321918571428,0.0054063890857142865,0.048766931557142845,0.07881821135714286,0.007742315871428572
JoseleOso,mastodon.social_joseleoso,0.07689532860121709,0.010992901168133869,0.010465144287099394,0.062228610882758745,0.08339960412677483,0.011270007087829603,0.019162619,0.0008225441,0.00162328095,0.01307991,0.0199467075,0.00593545715
thedianatavares,mastodon.social_thedianatavares,0.20649946912464967,0.20161104801282587,0.22878581901603204,0.2119232600827654,0.17303826580158307,0.2457574020264525,0.220544765,0.1476848,0.26761024,0.166107335,0.10826564799999999,0.47184328500000006
rhtunstall,realsocial.life_imtheq,0.08489909101696974,0.0068646742980202026,0.017261891229494952,0.04631629770565663,0.04224017284141413,0.01712154458989898,0.1258214470490909,0.008123144443272726,0.008615144618181818,0.04199378077272728,0.14220678063636363,0.011707897745454547
dan90266,universeodon.com_dan90266,0.05316156451034483,0.0029781688527586204,0.004840824357068967,0.03504718169482758,0.03587923147413794,0.011027787643103451,0.050456146155555555,0.0026353200066666664,0.0060258532411111105,0.02004214277777778,0.03115981377777778,0.011129263899999998
MrPeliculitas,tkz.one_elpeliculitas,0.0345912522058,0.002835252626052,0.0035442143319399984,0.02539800481679999,0.03861572863000002,0.007628764988400003,0.05889282563636364,0.016469679191818184,0.006571682114545453,0.04555377892727273,0.08390004431818182,0.017810417581818182
LornaSimps,mastodon.scot_Lsimps73,0.03575897549380954,0.001981973502166666,0.01082302649376191,0.016670980279285666,0.021864097289285695,0.009845895343333343,0.011497946,0.0012969971,0.0035702933,0.0069238725,0.014361672,0.007598988
hpgrahsl,mastodon.social_hpgrahsl,0.028708271129718875,0.002079606440261043,0.004976222381325302,0.013311657771887505,0.024174949802208825,0.008447824084136557,0.030519013077777782,0.001623895422222222,0.005223891815555556,0.01507971418888889,0.021308174,0.008484333933333334
mrsjno_more,mastodon.scot_MrsJNoMore,0.0663039550010563,0.00374993314003521,0.016029118130669012,0.03801582986091546,0.035294645934859155,0.015190920065845073,0.024260364,0.0014781952,0.0035887922,0.00971689,0.016821137,0.00780612
jrollans,mastodon.social_jrollans,0.13630757612870367,0.014761929989490748,0.010994045375925918,0.058931937796296296,0.14258984203240738,0.01465773116527778,0.0916243445,0.0037429525674999996,0.00588508510625,0.028991204250000003,0.0802767324375,0.00958631200625
jurassicg1rl,mstdn.social_jurassicgirl,0.05087005871200007,0.0032221465776599988,0.019848469477859995,0.02284235420479998,0.033307473767999994,0.010699297481799994,0.023880538846153845,0.0016447213923076924,0.004795491369230768,0.009837566346153848,0.020202051346153847,0.00860825933076923
TerryXD,mastodonapp.uk_TerryXD,0.07407972140449996,0.008011456870000003,0.015298656554100008,0.03809311895849996,0.05911225005749996,0.014731309883000008,0.08535644933333335,0.004383722933333333,0.007781882666666667,0.014898342333333333,0.04341850766666667,0.05161724333333333
writingwoman,literatur.social_writingwoman,0.19105165750999975,0.1377301012418003,0.1461111678020002,0.18966044926400014,0.1580661713040001,0.19877761676600042,0.2651978482857143,0.17197458221428574,0.17268257714285715,0.25216368185714283,0.22309602407142856,0.21522738500000002
kalufunsui,mastodon.uno_kalufunsui,0.08850201987480724,0.00649069924241646,0.04078918826046276,0.043781120935989765,0.043979324601542455,0.0328504835796915,0.038985276,0.0021338462999999997,0.009591518399999999,0.014962626,0.02837736,0.009074804825
Lyrartemisbooks,mindly.social_luislostinbooks,0.05901225011360003,0.005952775864080003,0.008810237039220004,0.026026944254599966,0.052212713497999934,0.014656450366200006,0.013000352175,0.0007987022325,0.00164409225,0.0100642947,0.012687869000000001,0.006088783375
mischapeters,bsd.network_mischa,0.04712989910655738,0.0034041742695081973,0.0049177423354098354,0.032291356995081975,0.04122085989344261,0.009121127199999999,0.020932410318181816,0.002006617467272727,0.0028471532418181816,0.00951664188181818,0.021182962363636367,0.0077408026999999996
OpenBSDAms,bsd.network_OpenBSDAms,0.022368436932000003,0.0021829382166000007,0.004033176405000002,0.012859789482000011,0.022859897450000003,0.008298541664000004,0.02797393706153846,0.0014899327353846152,0.0027897807153846156,0.01297978937692308,0.020175579692307693,0.007491687184615385
AAlechiarenza,sauropods.win_macroecoevoale,0.0376881012437751,0.0034546893314859454,0.008085675279638547,0.015434155433333305,0.029921534008032144,0.009969382883734938,0.03545588,0.0034332275,0.010655383,0.0129089095,0.026863953,0.012233571
kylevc,universeodon.com_wildgiantstudio,0.08994890974080007,0.006249572526000002,0.009727832206679997,0.0509128938776001,0.078693191637,0.014632998511000007,0.017780977500000003,0.00121593475,0.003866276,0.009051885249999999,0.015984236,0.00803914375
enelago,social.vampirebbs.org_enelago,0.03098005592981744,0.0028698542624543645,0.0030578731351115617,0.017790742453346817,0.0334643589989858,0.008637675440162284,0.04810276115,0.013546939475714287,0.0023468038400000003,0.014642183335714284,0.10073168507142857,0.005969786357142857
Arion80,shelter.moe_arion80,0.030133327589834794,0.002746668427063072,0.00238633728185116,0.0253414992506024,0.028121543294578315,0.008349918446787149,0.0653386362625,0.0036777499525,0.00195452737625,0.046876416375,0.09295071750000002,0.005512848662499999
JmMorenasTic,tkz.one_jmmorenas,0.015741470364634157,0.0007122028151219512,0.0023256336206097556,0.012791924742682922,0.016474358673780498,0.005626633439634144,0.030928014057142857,0.001455614321428571,0.0020986429028571427,0.0332169483,0.04010936242857143,0.0058898579071428574
alucchesi,mastodon.world_alucchesi,0.0879076442129519,0.009087576016204817,0.01733091352614458,0.0695726143924699,0.0566653021385542,0.015030367054216872,0.0571005,0.0035858154999999997,0.0097119375,0.0166861285,0.037462608499999994,0.0121041135
Ether_real,indieweb.social_Ether_real,0.06668609592083333,0.0034446812754166667,0.009416451722916667,0.04324280405833333,0.04383458606249999,0.00806418279375,0.0072254853,0.00073194503,0.0023863617,0.006957123,0.011552074499999999,0.0067639858
lotarsan,mastodon.uno_lotarsan,0.05343740114346943,0.0049702879530090635,0.014626574480181403,0.03490566624104312,0.030768909008843517,0.010725653915646277,0.01646154,0.0013446808,0.0055496786,0.009868891,0.015215653,0.0071199946
lalexlatorre,mastodon.social_Alexlatorre,0.046485134547191,0.002445341518539326,0.006975417834325841,0.03212481067022469,0.04195384776966291,0.0063028623533707894,0.02364975538,0.0008467833253333332,0.0019722170626666666,0.01956655412666666,0.014361671966666668,0.00582884318
veggieto,universeodon.com_veggieto,0.18701722592344674,0.014865524890440877,0.05673533059669341,0.13018762860981967,0.08983730831863729,0.025160175300400767,0.0840345806,0.00301361086,0.01980311866,0.036706582800000005,0.0214067126,0.0089324013
MariaHallfors,mas.to_MariaHallfors,0.03392272770083333,0.005459086969083332,0.008882761427291663,0.01638410127083331,0.038556413045833314,0.008542811278333336,0.014445211029999998,0.0021257400429999995,0.0035693683400000002,0.008597307759999999,0.01720628275,0.00728764204
chrislep_,mastodon.uno_chris_lep_,0.06179257844419997,0.0036386267758400023,0.007622689123840008,0.04546740086020009,0.04052512966799998,0.009287255402000007,0.0215399025,0.0014507770749999998,0.004555361225,0.01254167275,0.017598260125,0.006366712825
JulienNPro,ludosphere.fr_JulienNj2s,0.04169225347222222,0.002435345788668982,0.0030885324005185187,0.03954581992175926,0.027162846049768544,0.0065873861407407435,0.006463426468315789,0.0004263320294631579,0.0006716757894400001,0.008554773331578948,0.009818837026315788,0.0054636938473684215
LagunaLife,tkz.one_LagunaLife,0.042564329569212425,0.0026223068211933156,0.0024623347343914093,0.027903734057517917,0.05032900108472557,0.008124065337708845,0.04427815475000001,0.0019492507084999996,0.0035827025639999996,0.021193604795000008,0.04237355697499999,0.006838349735000001
alias_eitel,mastodon.social_ericeitel,0.13132585789357415,0.0917761398674703,0.11723302338955884,0.1375923489552211,0.10005084934939755,0.17282909332008095,0.1447757106923077,0.128823854,0.14155311815384614,0.12092657215384615,0.08819009869230768,0.21772744769230767
innovaser2010,tkz.one_sergioinnovaser,0.07656404414678718,0.0080120058383735,0.01382694678154618,0.05678963712088361,0.07475245725401593,0.007978886565060253,0.12613928853333334,0.006433955143333334,0.03485507796666667,0.1467271468,0.066007634,0.006287150366666667
luiseteiart,mastodon.gamedev.place_TorreznoEntertainment,0.05548115958399998,0.0048703310587600015,0.00555173366706,0.03290843750720001,0.054403571957000005,0.009301133781400012,0.05988552081578948,0.005217392419473684,0.012627969878947366,0.01986788452631579,0.062153759842105256,0.009193960373684211
jind_el_piojoso,chilemasto.casa_jindelpiojoso,0.08503835145392351,0.008340547109617706,0.019521062417605626,0.07382356332052321,0.045255975704225355,0.01194275094406439,0.011776106766666667,0.00079850355,0.0010012545166666667,0.007359291933333334,0.012182597083333335,0.007997914183333335
Hetepheres_com,mastodon.uno_Aileenbanshee,0.06074068837910448,0.006484846467164181,0.01819416090134329,0.03957956392388057,0.040629922555970165,0.015456898569402982,0.22375246050000003,0.01235107637,0.010846329125,0.1281520665,0.256373359,0.008154037
LaCasaInvisible,culturaeinnovacion.social_lacasainvisible,0.029293819050067404,0.001412517645554559,0.004990523116212934,0.022143815747484884,0.02097132914245475,0.006560586139436635,0.012487021019999999,0.0004688768008157895,0.001441745035157895,0.011215378021052632,0.010434033515789474,0.005520143942105263
delpoi,mas.to_delpoi,0.10029462407721779,0.011525761451733871,0.018287480167137094,0.05798844909858884,0.07119299631249996,0.024562574160685465,0.07690577000000001,0.003577232354,0.004635831500000001,0.0215404182,0.0360518606,0.008084453859999998
CyrilCoste,techhub.social_CyrilCoste,0.022522340825799986,0.001458534898619999,0.004104228162139998,0.01564864215999994,0.017809479703,0.006767591065800001,0.019641982428571427,0.0014993122571428572,0.0038292782428571426,0.009529602714285714,0.017597040142857144,0.008111270171428571
LegendsCastile,mastodon.gamedev.place_TorreznoEntertainment,0.03536714288159204,0.0033247831423383095,0.004655361363930347,0.016830912289054714,0.03222841467661693,0.010778637631840799,0.05988552081578948,0.005217392419473684,0.012627969878947366,0.01986788452631579,0.062153759842105256,0.009193960373684211
GreatStrides65,mastodon.sdf.org_GreatStrides65,0.060267486126853724,0.003272015720460924,0.009364225475170334,0.03501063656172346,0.03294969981863723,0.014390802319438881,0.009675867500000001,0.0008249283,0.0016787778,0.0078406282,0.0115093755,0.00630441115
chrismeyer2203,mastodon.social_chmeyer2203,0.140416917778672,0.0989528335040245,0.1187666266197189,0.13718057470623765,0.10642666882897386,0.1772814556981898,0.15843006833333337,0.11408861791666665,0.08766009549999998,0.11320052591666663,0.11232144358333329,0.19361506833333333
GCHAlliance,climatejustice.global_gchalliance,0.024636041063599998,0.0017139356955600002,0.008172040823719999,0.011048271408999945,0.016620272847000017,0.009208459278400003,0.0276724905,0.00114440918,0.0050687065,0.011726151300000001,0.012132782,0.0090359675
zsaighi,infosec.exchange_Zsaighi,0.01973174884320987,0.0014324514840617284,0.002431400733950617,0.013875549881481479,0.01938255402469136,0.00593675181234568,0.020607091,0.0013446808,0.004846719,0.009089886,0.015386449,0.0077672824
koloidalny,mastodon.lol_koloidalny,0.1203647763676769,0.019300311415818176,0.021049876542828264,0.06723003631656574,0.1013904201717173,0.018093841980000025,0.12939604755555556,0.005694409052222221,0.010585775733333335,0.03795136311111111,0.087418343,0.025094338122222226
wwinter86,mastodon.online_wwinter86,0.05240130639438878,0.0036549751084969935,0.011106280931663323,0.018047908360521003,0.03287832688877755,0.024130154021643268,0.10116700976315789,0.004740765157894736,0.02301279103157895,0.04017552862105262,0.05370021381578947,0.025296367363157893
10JenniferKing,mastodon.world_10JenniferKing,0.06371082172899999,0.00532634017878,0.0037293284213400007,0.045587326888800093,0.07914079265600002,0.010201975763200016,0.009209593490000001,0.000536084175,0.0007766081460000001,0.007591251759999999,0.018744785699999995,0.005589521919999999
StacheReviews,newsie.social_OverdueRentals,0.054793804208421074,0.0031024054953684215,0.006598547413368423,0.02277831320526315,0.03968488197368422,0.01405078182526316,0.04195349633333333,0.002223253253333333,0.004804325866666665,0.013916995458333333,0.023892389833333336,0.01932985025
RentalsOverdue,newsie.social_OverdueRentals,0.044587624193877545,0.002383529899183674,0.004581567922448977,0.016236031785714283,0.04121646802040815,0.008225139869387752,0.04195349633333333,0.002223253253333333,0.004804325866666665,0.013916995458333333,0.023892389833333336,0.01932985025
PrincetonUPress,mstdn.party_PrincetonUPress,0.0256822704945892,0.0016917840745691365,0.010871165294488979,0.01149556022625245,0.018045363160320637,0.00855967744248497,0.01715323411666667,0.001073678345,0.006419780133333333,0.008546799066666666,0.012300731,0.007586042000000001
UneNobody,mstdn.ca_Jessrichard,0.07570676862825651,0.009995196595955913,0.008347584658797598,0.06125480565811635,0.06555410432264525,0.011869920550100202,0.04565156025,0.000935196895,0.0013024401599999998,0.04730420137500001,0.01070663325,0.0058003356750000006
arnemancy,pagan.plus_arnemancy,0.056996175990361365,0.004085774610542167,0.012331454593594382,0.02314485950502007,0.03970870441064254,0.013844609678714868,0.10074767936363636,0.004657861418181818,0.013870790072727275,0.0625085435,0.05440738818181818,0.012717293727272731
g3ndr0id,androiddev.social_Gendroid,0.010587635539999998,0.0009822845520000001,0.002255019364,0.0075002093466666675,0.014016663533333333,0.006627192226666666,0.013487930240000001,0.0010821819420000001,0.003234075192,0.00797457918,0.015294219199999997,0.007371628
smvamosi,ecoevo.social_smvamosi,0.06290943340020158,0.00397728567072581,0.011270789582661285,0.03503228176935484,0.035790847974798354,0.011220277777620975,0.010068557,0.00090122225,0.00310782,0.007123374,0.011932096,0.0071782502500000005
BurgerhoutJ,mastodon.nl_BurgerhoutJ,0.018588873677799995,0.002448556727540001,0.002769771207939999,0.010271556976999953,0.024718006870000014,0.007061767810400004,0.03661725255,0.0044928081375,0.002352453497499999,0.0156858589625,0.05679250918749999,0.00621510576875
davidcohenartpl,mastouille.fr_DavidCohen,0.04508368210895584,0.0031767080836044175,0.0035297008649397598,0.04338334790361452,0.033331604044176684,0.007397374479518078,0.012055596533333332,0.0019574166066666666,0.0019130974766666667,0.008203213833333334,0.017840221,0.0063346179
CradleofEden83,troet.cafe_freakazoid,0.18668443867999995,0.13103311541800036,0.1425106301620001,0.18543411069800023,0.1408810290819999,0.20155559127440062,0.22473333731578948,0.2313523314210526,0.1750609713157895,0.22358480010526313,0.2084790939473684,0.23396549421052634
DaveSixFour,universeodon.com_daveed,0.08987259710220882,0.011121024942590355,0.014244324104096375,0.05600531866686762,0.06551004835140557,0.014926268035140576,0.045373563963636364,0.0019017132836363635,0.012993277681818185,0.019093399927272728,0.019069583636363636,0.008496953009090908
aldopastore,mastodon.uno_aldopastore,0.20291943857309236,0.03092530957042168,0.04144144426728912,0.1884498458192771,0.14357964168072287,0.030023313537148537,0.1612260157764706,0.016588305999411763,0.05214954034529412,0.11998396211764704,0.092875506,0.02549910149411764
MantraRay2,mastodon.world_MantraRay,0.04212940984519998,0.005172920632580003,0.0060030637347799915,0.020125357343599985,0.040006330963000034,0.010152702806400012,0.041205364688888885,0.0023476283111111113,0.009241922111111113,0.013789076888888889,0.021431032000000003,0.013533065022222223
willvfarrington,newsie.social_willvfarrington,0.057414680884326004,0.006713225312507835,0.008491697054075239,0.033961446988401214,0.042755527242946706,0.010981950096865204,0.048272782874999996,0.0016030669225,0.00782957130625,0.021406637812500004,0.02062179171875,0.008394343131249999
happyjacksrpg,dice.camp_happyjacksrpg,0.0342936030186,0.002735719202399998,0.007323219429599992,0.014206192773399967,0.027628046213000034,0.010818046556800012,0.0347007596,0.002502918225,0.007933265564999998,0.012351421625,0.022678086750000003,0.0114181053
GrahfMetal,universeodon.com_GrahfMetal,0.1194271958965933,0.010244206413326656,0.047255448973186356,0.07141137379298608,0.07057261170440872,0.018115647191583165,0.03457113914285715,0.0028392246714285716,0.008421242942857144,0.011831331,0.027617454714285717,0.012078759714285712
_Art_By_Steve_,mastodon.scot_ArtBySteve,0.04666319808004484,0.0030461337714574018,0.007665179912197308,0.022311559765022387,0.034982814801569534,0.011784389444394616,0.029965676529411765,0.0015993679235294118,0.0075341721176470575,0.011939225917647059,0.018581753205882356,0.00844883915882353
Gandheezy,mas.to_Gandheezy,0.105115721287751,0.012506372405100412,0.01515576815584338,0.04497951286646593,0.08527269994979923,0.019788664844779112,0.090044877,0.0045108794,0.029368341,0.0219973155,0.0372781315,0.010084574749999999
fun_noober,mastodon.gamedev.place_fun_noober,0.032752579666666656,0.002569198616666668,0.0067350966000000005,0.011094740960000004,0.022213502066666675,0.014620610086666668,0.080767912,0.00456571575,0.03827425475,0.019488290749999998,0.03949969625,0.022832928250000002
BotRhb,mastodonapp.uk_botrhb,0.014622482645399984,0.001331405638099999,0.0021371917557400006,0.007558786165199939,0.017538563757000004,0.0073473573268000095,0.00876168633,0.0008563995340000001,0.002100090855,0.0066588208950000005,0.010923544575,0.00705688381
DesasterDog,ohai.social_Beylisha,0.08259636170727273,0.010742748286565657,0.010583837436060603,0.037744294886868694,0.07927469451010095,0.015166963534949491,0.15321077525,0.0046896934250000005,0.009166803375000001,0.0742023635,0.055724075750000004,0.086087543325
DerbyshireHeart,mastodonapp.uk_DaughtersOfBlockchain,0.055963731553594735,0.005139586701677557,0.01465583390527233,0.025718938727233118,0.04135838643899783,0.012051878570806123,0.020590815000000002,0.00177001954,0.00431672493,0.0099011908,0.0188741073,0.00828317135
DaughtersOfBC,mastodonapp.uk_DaughtersOfBlockchain,0.05704290950131577,0.009226050166710529,0.02099628032269737,0.02964368263421049,0.046791966404605236,0.018540347404605268,0.020590815000000002,0.00177001954,0.00431672493,0.0099011908,0.0188741073,0.00828317135
ErosOfficial_,xarxa.cloud_ErosOfficial,0.12198415750306513,0.0199963924729502,0.02637656292823754,0.08230955299425291,0.12511733830268193,0.01779689689923373,0.28425202,0.023270357,0.2854555,0.18977246,0.087430455,0.056240413
GliScarabocchi,livellosegreto.it_maicolemirco,0.020608007477199982,0.0013952118693600017,0.0020638512208200005,0.013364408628199938,0.022890375353000016,0.006600313108200016,0.009420896128000001,0.000742170960335,0.0018148749786,0.007726449340000001,0.013102703700000004,0.006245609135
mathiastck,mastodon.online_mastodonmigration,0.08482328170803216,0.005112273122911648,0.028821319583012033,0.038212928167469865,0.04531676005421685,0.020349038609036144,0.054779892841176465,0.0020021550770588236,0.004671251482352941,0.035984464158823525,0.031059402411764702,0.01339867345882353
OkieDoKees,the.voiceover.bar_keelysmith,0.08853444727991959,0.011405737933453815,0.018592554189899586,0.04869799119196793,0.07096369747489961,0.01671252995401607,0.08752172795882351,0.004803188897058823,0.008989258470588235,0.029394181352941175,0.04342870641176472,0.041248606364705884
DietPourTous,pouet.chapril.org_ChristineDieteticienne,0.035153733030583514,0.002371647008128771,0.0033956132194869213,0.031281096938430564,0.023108575691549286,0.005939164342253524,0.0117692895375,0.0010871887424999999,0.0028318001900000003,0.010276009562499999,0.0103610376875,0.005578462387499999
MrTrents_,fosstodon.org_stnert,0.08507349875853415,0.010434915075217679,0.01687090833280724,0.050772507069478,0.07278805733734939,0.014813372847590375,0.04645103850000001,0.0015717082633333337,0.004732642566666666,0.025472865977777773,0.020945299638888894,0.009691136483333333
leenisabel,mastodon.social_leenisabel,0.06154162658893361,0.005620503409778678,0.015837067276639846,0.026500762734004018,0.04967823457142856,0.012899871162173046,0.10039358066666666,0.004766560511111111,0.006320467166666666,0.02920823861111111,0.08015775677777777,0.009058982333333333
LunaSecIO,infosec.exchange_lunasec,0.027522585514110423,0.001731459898773006,0.004084330260368098,0.013461354101840484,0.024093045365030673,0.00821825971717792,0.0400355395,0.0015389919250000002,0.0051496392,0.014059348,0.020005398624999997,0.008168601624999999
UR_Ninja,mastodon.social_unicornriot,0.06226961741270327,0.00446791670605691,0.028328358653678866,0.02363114903841462,0.03315737815345532,0.0316009097465447,0.054471270555000006,0.0022198489945000005,0.03712306879,0.019649680615,0.017833693075,0.011748094635
mavipastor,tkz.one_mavipastor,0.026921608028599966,0.001570491693762001,0.004098486718159998,0.020339215677999966,0.02510530611800001,0.006829001754600001,0.048527754338461536,0.0016163862646153848,0.003414339442307692,0.04530838699230769,0.03292144892307692,0.005812907915384616
RedPandaCakeUK,mstdn.party_redpandacake,0.01959716051052631,0.00200890659368421,0.0026066856207017544,0.010109192342105265,0.025551837491228083,0.0067519911649122815,0.1693777935,0.00836096555,0.0135739319,0.07729020724999999,0.1948446995,0.008851490375
Duck2Lightning,spoonie.community_LightningDuck,0.0625208781064,0.0059455869474000006,0.009979636599379994,0.03185254482460001,0.048980642601,0.013981871494200023,0.07057390407894737,0.00388579346,0.013733336300000001,0.02772569089473684,0.04149560055263158,0.02977968389473684
Kylegame19YT,mastodon.gamedev.place_KyleGamer19YT,0.04541305705405406,0.003730273695945946,0.00831541154864865,0.013885638931081076,0.031969305783783784,0.014413592316216216,0.029838806,0.0023619334,0.007929874066666667,0.010654228833333335,0.023265847333333336,0.0112583235
lars_o_matic,mstdn.ca_lars_o_matic,0.046607246679999915,0.0028976332633200014,0.005231756134979998,0.020403517102599973,0.030280451875000027,0.014134315163000013,0.0342774035,0.0013923645,0.0058919085,0.0146949205,0.0170944115,0.008039143200000001
uniofgalway,mastodon.ie_universityofgalway,0.02010156911903809,0.0018449401123046085,0.006206738736893784,0.00961234214248493,0.01914522313026051,0.008013541809619247,0.0195133896,0.001417160048,0.00630182258,0.00923048662,0.0150243612,0.008246275879999999
tweetJBF,mastodon.lol_JBF,0.13494397345454545,0.025071541040363646,0.053506108250909096,0.09502520568909091,0.09147558325454545,0.01729943968727273,0.027551949636363638,0.0016372854090909092,0.00566855330909091,0.011961259472727274,0.016957774000000002,0.008167424418181817
Collin_OC,mapstodon.space_collinoc,0.05732260570538466,0.005213365759230775,0.013596399745923074,0.02687658940923075,0.025911358696153842,0.023063579324615387,0.022464637,0.0013669331666666667,0.0049083823,0.010160225333333333,0.014486922,0.007901055333333332
SajidSarker,mastodon.social_sajidsarker,0.06997225637314489,0.0062211289554416965,0.026473983510600707,0.02861064970353355,0.04134961153710246,0.01439735359752651,0.020081634,0.00166893005,0.0048097217,0.0090328855,0.017265207,0.00863464875
bpettichord,social.snorklr.com_bpettichord,0.07391809324795934,0.006418853101163261,0.017860555955367344,0.04185792421979597,0.040583491517346956,0.016901740463061216,0.020454709,0.00134944915,0.00507795575,0.0086813835,0.0172822865,0.00789674
JohnHaygoodGM,dice.camp_john_haygood,0.06787021150929297,0.0060533374508686885,0.019122170032202023,0.03300865848686868,0.04717074095252533,0.014685182286060614,0.029720632333333333,0.0018374125666666668,0.0057901645,0.012427572999999999,0.020578653333333335,0.009316458833333334
MtPaul406,universeodon.com_MtPaul406,0.15823903659210506,0.01861623486585019,0.03451708258455467,0.1169898556394737,0.0992406247085021,0.01905036661113359,0.14563196,0.0052547455,0.0175437385,0.038851448999999996,0.042789275,0.071498651
CuteMonsterDad,mastodon.social_CuteMonsterDad,0.0364694156154,0.002446124607560002,0.005139963143539996,0.016364786220999978,0.025173294921000008,0.009916196093800013,0.03379078924,0.0015830993646666664,0.004987604038,0.014202940086666668,0.0175515627,0.00760190066
NeedforCaffeine,mindly.social_TheNeedforCaffeine,0.25692125296202545,0.029830011873924034,0.019572887684810136,0.12203248408607593,0.26691023873417713,0.021943554577215182,0.1265728175,0.006414389027777778,0.012006481488888887,0.038496886805555554,0.1345748913888889,0.010509482277777777
