twitter_id,twitter_username,mastodon_username,Twitter_TOXICITY,Twitter_SEVERE_TOXICITY,Twitter_IDENTITY_ATTACK,Twitter_INSULT,Twitter_PROFANITY,Twitter_THREAT,Mastodon_TOXICITY,Mastodon_SEVERE_TOXICITY,Mastodon_IDENTITY_ATTACK,Mastodon_INSULT,Mastodon_PROFANITY,Mastodon_THREAT
121026820,francoiseleste,mastodon.online_francoiseleste,0.14625329370168194,0.08704561597968358,0.1275300404321597,0.14152061417835843,0.09460846352611935,0.1538805178696375,0.11829799423081946,0.07509875418489963,0.1071930096775028,0.11824996789187692,0.08098366148967934,0.13515776475026622
1157616277269241862,Rauchz3ich3n,social.cologne_rauchz3ch3n,0.16753686008799804,0.10577423327325194,0.13358280258354277,0.16316225228161346,0.11793433225900751,0.16295740712743575,0.34552207463333334,0.26406694443333334,0.35423585316666667,0.3308576011333333,0.23930879478333333,0.3126618113333334
1253267702384406529,mawedler2,social.dev-wiki.de_mawedler,0.12763626338298986,0.07275659088310289,0.10803928918501904,0.11785436497118913,0.08572115252155532,0.12739043892409654,0.15140249726074537,0.10898145892334597,0.14954714626334767,0.16080618831904747,0.11282896547973238,0.19170373912294772
234757100,victorredman,mas.to_victorredman,0.14406292094432438,0.08402148440105073,0.09972063639736914,0.1284794702231767,0.10435829039157592,0.12956108671847766,0.11491386758125,0.06957534252048611,0.09902248058979067,0.1169465302956746,0.0849573377871776,0.1500001779357738
78401174,GatoBelicoCL,tkz.one_belicat,0.13370386409556503,0.020210464776149083,0.030003578238242595,0.12423418223317016,0.09089983507802024,0.016730357772956273,0.053495764747996465,0.009590398527265257,0.011424825227617001,0.04318964307623878,0.050121865839024025,0.01808344226096664
358428756,BluejayPrime,universeodon.com_bluejayprime,0.12800017358966156,0.05533621585214962,0.06857408655794163,0.10187447931417387,0.09600380934543092,0.07931028499080858,0.122450922215761,0.0681590131688192,0.08608754032157709,0.11176683823707494,0.09711505308443324,0.11102568794605597
1312151603269468161,thedianatavares,mastodon.social_thedianatavares,0.10620700926736425,0.04715794022684346,0.06618521417850179,0.08066410481687401,0.08633458890935707,0.0596426366492483,0.05769584022499999,0.007699081250833334,0.009905719473333335,0.027073469202083335,0.05624716521666667,0.015557454793333333
4198221,writingwoman,literatur.social_writingwoman,0.15354567501362526,0.0924976928967249,0.10624167116928965,0.1443756811348155,0.11314134050893802,0.15307028977176662,0.13925767849269777,0.09206237373846675,0.11600616667065923,0.14998766511882078,0.1025299999087764,0.17247991134307358
1181929702178660355,CradleofEden83,troet.cafe_freakazoid,0.19144371251782397,0.12686218024132104,0.13166957018390554,0.18626658876521673,0.14446787067626196,0.16801031515863937,0.14135923143968415,0.08626290285281972,0.11451388055945863,0.17864814917988542,0.10300784515136968,0.1938523459396771
131957698,derfeinekali,social.anoxinon.de_derfeinekali,0.2514601392803038,0.16995618656859732,0.18795098031426818,0.25239930467790195,0.18050933996855414,0.2026799142622655,0.16751222539754942,0.1188218810458534,0.1456299687192493,0.17609489813041093,0.12253330376229297,0.1995493278756393
718838540,roschriften,sueden.social_gruenehelden,0.0842958184100746,0.04599019085611566,0.06844346545393508,0.08073355611484956,0.058697780726962016,0.10093885209603318,0.24946403982539686,0.1730222799861111,0.25148022041468254,0.24137295784722224,0.16689255875198414,0.32596621784722224
1529137929813217280,MartinMsAccount,mastodon.world_MartinMsAccount,0.19871245995230605,0.12620752235673244,0.1522894200635951,0.20298058995516408,0.1385086881050672,0.18885477218137814,0.13559135914977136,0.09595248487984799,0.10872584086196455,0.1379442643905489,0.11070957822388633,0.15895426408953614
54186392,Roessix,gruene.social_klaus,0.12576176033786907,0.07347610794341415,0.09155542400217574,0.12247109936874617,0.09282221019507932,0.12876909801846528,0.16894937509305552,0.09254733405972221,0.17171312339305556,0.18724692504166668,0.11012201720138887,0.18474819622222224
